lat,lon,station_id,color,station_name,date,Параметр,"Қауіпті деңгей, см","Нақты деңгей, см","Нақты шығын, м³/с","Судың температурасы,°C",Су объектінің күй коды,param
49.7454,71.7158,13190,lightblue,Нұра өзені – Ақмешіт ауылы (Захаровка),2026-03-25,Мәні,960,542,4.26,NA,565,level
48.62667,61.26139,13196,lightblue,Ырғыз ө.  – Ырғыз а.,2026-03-25,Мәні,1515,556,NA,NA,537 545,level
49.6734,69.5488,13198,lightblue,Жаманкөң өзені – Баршино ауылы,2026-03-25,Мәні,570,232,NA,0,565 665,level
51.2035,65.0328,13201,lightblue,Дәмді өзені – Дәмді ауылы,2026-03-25,Мәні,510,NA,NA,NA,660,level
49.5348,66.1266,13221,lightblue,Сарытоғай өзені – Екідін  ауылы(СарыТорғай ауылы),2026-03-25,Мәні,1080,622,NA,NA,537 545,level
48.95389,62.40056,13228,lightblue,Торғай ө. – Мамыр а.,2026-03-25,Мәні,900,440,NA,NA,539 545,level
48.78056,62.28389,13229,lightblue,Торғай ө. – Белшер а.,2026-03-25,Мәні,900,374,NA,NA,537 545,level
48.04194,62.51639,13230,lightblue,Торғай ө. – Жайсанбай а.,2026-03-25,Мәні,750,229,NA,NA,537 545,level
50.14306,60.17639,13231,lightblue,Ырғыз ө. – Аралтөбе а.,2026-03-25,Мәні,NA,537,NA,NA,537 545,level
47.829,59.6035,13902,lightblue,Шалқар көлі – Шалқар қ.,2026-03-25,Мәні,1000,820,,1.6,545,level
43.758,80.2308,14002,lightblue,Іле өзені - Добын саласы,2026-03-25,Мәні,490,254,357,10,600,level
43.8373,78.8288,14004,lightblue,Іле өз.– Капшағай СЭС 164 км жоғары,2026-03-25,Мәні,500,344,316,9,600,level
43.7941,80.5,14005,lightblue,"Іле өзені - шекарадан 8,5 км төмен (Онопко)",2026-03-25,Мәні,1289,NA,NA,NA,NA,level
44.1321,76.9855,14011,lightgray,Іле өзені – Қапшағай шатқалы,2026-03-25,Мәні,501,NA,NA,NA,NA,level
44.9561,75.8038,14014,lightblue,Іле өзені – Үшжарма ауылы,2026-03-25,Мәні,376,56,,8,600,level
45.0704,75.41,14016,lightblue,Іле ө. –Жиделі жеңінің тармағынан 1 км төмен,2026-03-25,Мәні,328,47,0.08,6,600,level
45.4312,74.3309,14017,lightblue,Іле өзені – Жиделі  ауылы,2026-03-25,Мәні,286,54,0.298,9.4,600,level
42.8417,80.0524,14022,lightblue,Текес өзені - Текес ауылы,2026-03-25,Мәні,230,132,7.73,3.2,600,level
42.6688,80.1748,14032,lightblue,Нарынқол өзені - Нарынқол ауылы,2026-03-25,Мәні,240,167,,0,546,level
42.5997,79.9969,14033,lightblue,Баянқол өзені - Баянқол ауылы,2026-03-25,Мәні,190,71,2.73,0,546,level
44.4422,80.3645,14043,lightblue,Қорғас өзені - Басқұншы ауылынан 11 км жоғары,2026-03-25,Мәні,NA,276,,4,600,level
44.4723,79.8313,14072,lightblue,"Өсек өзені – Кіші Өсек өзені құяр жерінен 1,7 км жоғары",2026-03-25,Мәні,400,136,6.31,1,600,level
44.4597,79.8199,14078,lightblue,"Кіші Өсек өзені – сағасынан 0,2 км жоғары",2026-03-25,Мәні,340,94,2.39,3.8,600,level
44.3179,79.8105,14088,lightblue,Борохудзир өзені – Көктал-Арасан ауылы,2026-03-25,Мәні,244,74,2.29,0.3,600,level
43.4995,79.2126,14118,lightblue,Шарын өзені – Сарытоғай шатқалы,2026-03-25,Мәні,250,96,17.3,5,600,level
42.759,79.1736,14136,lightblue,Қарқара өзені - таулардан шығатын жерінде,2026-03-25,Мәні,256,85,3.41,0,563,level
43.2986,79.1962,14142,lightblue,Темірлік өзені – Темірлік ауылы,2026-03-25,Мәні,260,179,1.26,2,600,level
43.3064,78.5157,14159,lightblue,Шілік өзені – Бартоғай су қоймасынан жоғары,2026-03-25,Мәні,435,303,11.3,4,600,level
43.4361,78.4059,14160,lightblue,Шілік өзені – Малыбай ауылы,2026-03-25,Мәні,186,32,0.197,5,600,level
43.3367,77.6161,14187,lightblue,Түрген өзені – Таутүрген ауылы,2026-03-25,Мәні,180,70,0.36,4,600,level
43.2973,77.4988,14198,lightblue,Есік өзені – Есік қ.,2026-03-25,Мәні,300,NA,NA,NA,660,level
43.2531,77.2163,14200,lightblue,Талғар өзені – Талғар қ.,2026-03-25,Мәні,260,137,,3.2,600,level
43.1349,76.6126,14218,lightblue,Қаскелең өзені – Қаскелең қ.,2026-03-25,Мәні,340,272,1.4,4,600,level
43.7219,77.0717,14223,lightblue,Қаскелең өзені – сағасы,2026-03-25,Мәні,220,133,7.44,9.4,600,level
43.057,76.9866,14239,lightblue,"Үлкен Алматы өзені – Үлкен Алматы көліне 1,1 км жоғары",2026-03-25,Мәні,338,287,0.18,1,600,level
43.1078,76.9187,14242,lightblue,Үлкен Алматы өзені – Проходной өзені сағасынан 2 км жоғары,2026-03-25,Мәні,400,225,0.538,5,600,level
43.0806,76.9925,14250,lightblue,Күмбел өзені – сағасы,2026-03-25,Мәні,125,84,0.89,0,513 524,level
43.1115,76.9112,14252,lightblue,Проходная өзені – сағасы,2026-03-25,Мәні,310,264,0.883,3.2,600,level
43.1244,76.9189,14253,lightblue,Тересбұтақ ағыны– сағасы,2026-03-25,Мәні,250,207,1.23,1,546,level
43.0861,77.0783,14254,lightblue,Кіші Алматы өзені – МС Мыңжылқы,2026-03-25,Мәні,300,NA,NA,NA,660,level
43.1108,77.0756,14255,lightblue,Кіші Алматы өзені – Тұйықсу альпбаза,2026-03-25,Мәні,615,513,0.28,1,546,level
43.1399,77.0684,14257,lightblue,Кіші Алматы өзені – Сарысай өзені сағасынан төмен,2026-03-25,Мәні,310,246,0.746,1.8,600,level
43.1704,77.0394,14260,lightblue,Кіші Алматы өзені – Медеу,2026-03-25,Мәні,138,71,,1.6,600,level
43.1899,76.9933,14262,lightblue,Кіші Алматы өзені – Алматы қ.,2026-03-25,Мәні,248,176,0.918,2,600,level
43.1617,77.0393,14276,lightblue,Батарейка өз. – д/о «Просвещенец»,2026-03-25,Мәні,98,38,0.04,1.8,600,level
43.1793,77.0461,14277,lightblue,Бұтақ өзені – Бұтақ ауылы,2026-03-25,Мәні,290,246,0.22,1,600,level
43.6864,76.3104,14295,lightblue,Күрті өз – Ленин атындағы клх. Базасы (Ленин көпірі),2026-03-25,Мәні,461,226,3.27,8,600,level
43.123,76.433,14324,lightblue,Ұзын Қарғалы өзені – Фабричный ауылы,2026-03-25,Мәні,160,91,2.2,3,600,level
45.0143,75.4619,14329,lightblue,"Іле өзені, Суминка саласы – бастаудан 6 км төмен",2026-03-25,Мәні,548,256,NA,8,664,level
45.1428,75.3664,14332,lightblue,"Іле өзені, Жиделі тармағы – бастаудан 16 км төмен",2026-03-25,Мәні,277,111,228,8,600,level
45.4167,74.2667,14334,lightblue,"Іле өзені, Жиделі тармағы Ир саласы – сағадан 2,5 км жерде",2026-03-25,Мәні,256,158,66.9,1,600,level
47.5148,72.9142,14343,lightblue,Мойынты өзені – Киік т.ж.в.,2026-03-25,Мәні,464,231,NA,NA,665,level
48.3158,74.9985,14349,lightblue,Тоқырауын өзені – Ақтоғай а.,2026-03-25,Мәні,440,NA,NA,NA,575,level
47.8017,81.2622,14368,lightblue,Аягөз өзені – Тарбағатай ауылы,2026-03-25,Мәні,NA,185,4.48,0,NA 546,level
47.9439,80.4503,14369,lightblue,Аягөз өзені – Аягөз ауылы,2026-03-25,Мәні,NA,219,,0.2,513 519,level
45.5168,80.3242,14376,lightblue,Теректі өзені – Шатырбай ауылы,2026-03-25,Мәні,230,156,3.73,2.4,600,level
45.5438,80.5555,14382,lightblue,Лепсі өзені – Лепсі ауылы,2026-03-25,Мәні,420,265,7.11,1.2,546,level
46.2757,78.3298,14386,lightblue,Лепсі өзені – Төлебаев ауылы,2026-03-25,Мәні,560,420,14.9,0.5,NA 505,level
45.3985,80.1234,14390,lightblue,Басқан өзені – Екіаша ауылы,2026-03-25,Мәні,280,196,7.68,2.4,546 546,level
45.8853,78.7132,14397,lightblue,Аксу өзені – Матай т.ж.в.,2026-03-25,Мәні,350,-51,2.49,4,600,level
45.3702,79.9295,14401,lightblue,Сарықан өзені – Сарқанд қ.,2026-03-25,Мәні,350,248,2.62,3.1,600,level
45.28278,78.8251,14406,lightblue,Қызылағаш ө. – Қопалы а.,2026-03-25,Мәні,NA,89,NA,NA,NA,level
44.9325,78.45306,14412,lightblue,Қаратал ө. – Қарабұлақ а.,2026-03-25,Мәні,NA,174,NA,NA,NA,level
45.9958,77.1996,14413,lightblue,Қаратал өзені – Ақжар ауылы,2026-03-25,Мәні,750,396,87.3,0.6,600,level
45.221,77.9668,14414,lightblue,Қаратал өзені – Үштөбе қ.,2026-03-25,Мәні,350,20,51,55,600,level
45.01083,78.03611,14417,lightblue,Қаратал ө. – Тастөбе а.,2026-03-25,Мәні,NA,365,NA,NA,NA,level
44.8613,78.7727,14419,lightblue,Қараой өзені – Текелі қ.,2026-03-25,Мәні,410,242,4.28,4,546,level
44.8599,78.7937,14421,lightblue,Шыжын өзені – Текелі қ.,2026-03-25,Мәні,410,252,6.33,2.8,546,level
44.8576,78.7935,14426,lightblue,Текелі өзені – Текелі қ.,2026-03-25,Мәні,240,107,1.58,2,600,level
44.673,78.9286,14446,lightblue,Көксу өзені – Көксу ауылы,2026-03-25,Мәні,400,273,23.4,4.2,600,level
44.8269,78.3095,14448,lightblue,Көксу өзені – Мамбет ауылы,2026-03-25,Мәні,339,169,,0.2,600,level
44.5948,79.1673,14452,lightblue,Көктал өзені – Аралтөбе ауылы,2026-03-25,Мәні,440,212,3.46,0.4,NA 515,level
44.4358,78.3587,14476,lightblue,Быжы өзені – Қарымсақ ауылы,2026-03-25,Мәні,236,110,3.03,0.4,600,level
44.6341,77.9923,14489,lightblue,Дос өзені – Айнабұлақ ауылы,2026-03-25,Мәні,400,120,1.31,2,600,level
47.2367,81.5708,14506,lightblue,Үржар өзені – Қазымбет ауылы,2026-03-25,Мәні,NA,78,0.57,0.5,NA 515,level
46.3717,82.2375,14559,lightblue,Емель өзені - Қызылту ауылы (автожол көпірі),2026-03-25,Мәні,NA,141,10.1,0.4,600,level
45.7848,80.8781,14560,lightblue,Тентек өзені – Сапақ ауылы,2026-03-25,Мәні,400,246,9.79,NA,NA 515,level
45.9842,80.9684,14561,lightblue,Тентек өзені – Төңкеріс ауылы,2026-03-25,Мәні,400,147,20.8,3.2,600,level
45.7892,80.6383,14566,lightblue,Шынжалы өзені – Ақжар ауылы,2026-03-25,Мәні,240,28,NA,2,600,level
46.9234,82.8508,14567,lightblue,Ақшоқы өзені - Ақшоқы ауылы,2026-03-25,Мәні,NA,353,2.53,0,NA 546,level
45.0597,78.361,14580,lightblue,Көктал өзені – Плодоконсервный қ.ш.,2026-03-25,Мәні,226,99,4.34,4.6,600,level
45.4139,73.6847,14902,lightblue,Балқаш көлі – Мыңарал ауылы,2026-03-25,Мәні,404,175,,5,563,level
46.1222,73.6236,14903,lightblue,Балқаш көлі – Сарышаған бекеті,2026-03-25,Мәні,NA,179,,NA,545 540,level
46.8297,74.974,14904,lightblue,Балқаш көлі – Балхаш қ.,2026-03-25,Мәні,NA,195,,NA,545,level
46.5408,77.1605,14912,lightblue,Балқаш көлі – Қарақұм ауылы (Алғазы о.),2026-03-25,Мәні,NA,206,,NA,669 565,level
43.0564,76.9856,14914,lightblue,Үлкен Алматы көлі – көлдің солтүстік жағалауында,2026-03-25,Мәні,1050,474,,NA,565,level
46.3514,81.2889,14916,lightblue,Ұялы көлі – Алакөл ауылы (Қошқаркөл көлі),2026-03-25,Мәні,NA,58,,NA,NA 565,level
45.9548,81.5663,14917,lightblue,Алакөл көлі – Ақши ауылы,2026-03-25,Мәні,NA,1379,,NA,NA 566,level
46.6922,80.77,14919,lightblue,Сасыккөл көлі – Сағат ауылы,2026-03-25,Мәні,NA,350,,NA,670 541,level
45.5906,82.1717,14920,lightblue,Жалаңашкөл көлі – Жалаңашкөл бекеті,2026-03-25,Мәні,NA,153,,0.2,661,level
43.8867,77.1103,14921,lightblue,Қапшағай су қоймасы – Қапшағай қ.,2026-03-25,Мәні,1150,1052,,4,600,level
43.8416,77.8515,14922,lightblue,Қапшағай су қоймасы – Қарашоқы МС,2026-03-25,Мәні,1150,1044,,10,600,level
43.471,73.8244,15132,lightblue,Шу өзені – Белбасар ауылы,2026-03-25,Мәні,546,307,88.5,6,NA,level
44.8286,71.1436,15134,lightblue,Шу өзені (Б. Арна) – Ұланбел ауылы,2026-03-25,Мәні,438,266,34,7.2,NA,level
43.1274,73.799,15208,lightblue,Саргоу өзені – (Қырғызстанмен шекарада),2026-03-25,Мәні,705,NA,NA,NA,NA,level
43.1824,74.062,15213,lightblue,Ақсу өзені – Ақсу ауылы,2026-03-25,Мәні,310,135,6.29,8,NA,level
43.2122,74.016,15220,lightblue,Қарабалта өзені – Ақсу ауылы (Балаcағұн ауылы),2026-03-25,Мәні,802,NA,NA,NA,NA,level
43.3825,73.6069,15223,lightblue,Қорағаты өзені – Аспара т.ж.в.,2026-03-25,Мәні,440,40,0.42,7.1,NA,level
42.7653,73.2284,15233,lightblue,Мерке өзені – Ұлбутуй қыстауы,2026-03-25,Мәні,257,45,0.02,5,NA,level
42.7656,73.2292,15235,orange,Кан. ГЭС – Ұлбутуй қыстауы,2026-03-25,Мәні,497,472,1.5,NA,NA,level
44.8594,71.19,15245,lightblue,Шу өзені (М. Арна) – Ұланбел ауылы,2026-03-25,Мәні,426,158,1.37,7,NA,level
43.1276,73.8813,15256,lightblue,Тоқташ өзені – Жаугаш Батыр ауылы,2026-03-25,Мәні,512,286,2.08,3,NA,level
42.8233,71.5352,15264,lightblue,"Талас өзені - Жасөркен ауылы, (Кыргыстан Респ. шекарасы)",2026-03-25,Мәні,345,92,4.42,8.4,NA,level
42.8117,71.5285,15266,lightblue,Талас өзенінің саласы – Жасөркен ауылы,2026-03-25,Мәні,225,93,0.083,NA,NA,level
42.6833,71.2103,15309,lightblue,Ассы өзені - Маймақ теміржол станциясы,2026-03-25,Мәні,500,336,,8,NA,level
42.6722,70.8205,15314,lightblue,Теріс өзені – Нұрлыкент ауылы,2026-03-25,Мәні,438,237,14.3,9.7,600,level
42.6515,70.6688,15324,lightblue,Шоқпақ өзені – Жұрымбай ауылы (Зыковское ауылы),2026-03-25,Мәні,420,229,3.41,8.4,600,level
43.0311,70.8426,15334,lightblue,Асса өзені – Құмсуат ауылы,2026-03-25,Мәні,402,225,3.04,11.2,600 600,level
42.9217,70.6383,15342,lightblue,Берікқара өзені – таулардан шығар жерде,2026-03-25,Мәні,220,114,0.827,9,NA,level
43.1819,70.4339,15347,lightblue,Тамды өзені – Қаратау қ. (Тамды ауылы),2026-03-25,Мәні,410,129,3.71,6.5,NA,level
43.2939,74.1766,15368,lightblue,Шу өзені – Қайнар ауылы,2026-03-25,Мәні,802,320,50,12,600,level
42.8514,71.4675,15396,lightblue,Талас өзені – Солнечный ауылы,2026-03-25,Мәні,405,302,10.3,NA,NA,level
42.4188,70.9254,15416,lightblue,Көксай өзені – таудың шыға берісі,2026-03-25,Мәні,306,105,NA,2.2,NA,level
42.9884,70.6879,15961,lightblue,Билікөл көлі – демалыс аймағы,2026-03-25,Мәні,505,318,,8.5,NA,level
41.2652,67.9546,16031,lightblue,Сырдария өзені – Шардара су қоймасының төменгі бьефі,2026-03-25,Мәні,1180,632,628,9.8,600,level
42.1409,68.1394,16033,lightblue,Сырдария өзені – Байырқұм ауылы,2026-03-25,Мәні,618,470,,13.3,600,level
43.22,67.7965,16035,lightblue,Сырдария өзені – Көктөбе ауылы,2026-03-25,Мәні,704,635,626,11.8,600,level
44.0168,67.0231,16037,lightblue,Сырдария өзені – Төменарық т.ж.в.,2026-03-25,Мәні,874,508,627,11.2,600,level
41.0307,68.5196,16038,lightblue,Сырдария өзені - Шардара су қоймасынан жоғары,2026-03-25,Мәні,1111,869,NA,13,600,level
44.6294,65.9087,16039,lightblue,Сырдария өзені – Керкелмес өткелі,2026-03-25,Мәні,670,348,337,11,600,level
44.9856,65.2608,16042,lightblue,Сырдария өзені – Қараөзек т.ж.в.,2026-03-25,Мәні,655,541,199,10.6,600,level
45.4755,64.0797,16044,lightblue,Сырдария өзені – Жосалы қала типтес кенті,2026-03-25,Мәні,800,402,139,10.4,600,level
45.7411,62.1028,16047,lightblue,Сырдария өзені – Қазалы қ. (Казалинск),2026-03-25,Мәні,750,360,99.1,8.6,600,level
44.9942,65.2637,16052,lightblue,"Сырдария өзені, Қараөзек тармағы – Қараөзек т.ж.в",2026-03-25,Мәні,560,177,40.9,NA,NA,level
45.4766,64.0944,16053,lightblue,"Сырдария өзені, Қараөзек тармағы – Жосалы қала типтес кенті",2026-03-25,Мәні,800,409,58.7,NA,NA,level
42.6595,70.2098,16307,lightblue,Келес өзені – Қазықұрт ауылы,2026-03-25,Мәні,400,225,5.65,8.5,600,level
41.0185,68.6236,16317,lightblue,Келес өзені – сағасы,2026-03-25,Мәні,500,322,52.9,13.2,600,level
42.5535,70.1668,16319,lightblue,Арыс өзені – Жаскешу ауылы,2026-03-25,Мәні,400,295,5.81,9.4,600,level
42.4454,68.8491,16326,lightblue,Арыс өзені – Арыс т.ж.в.,2026-03-25,Мәні,849,391,48.5,14.6,600,level
42.7802,68.3543,16327,lightblue,Арыс өзені – Шәуілдір ауылы,2026-03-25,Мәні,716,451,37.7,7.6,600,level
42.4218,70.5462,16328,lightblue,Жабағлысу өзені – Жабағлысу ауылы,2026-03-25,Мәні,350,235,1.4,5.5,600,level
42.5842,70.1058,16331,lightblue,Балықты өзені – Шарапкент ауылы,2026-03-25,Мәні,251,158,3.17,11.2,600,level
42.4989,69.9624,16340,lightblue,Машат өзені – Кершетас ауылы,2026-03-25,Мәні,382,159,8.02,11,600,level
42.3591,69.9989,16350,lightblue,Ақсу өзені – Сарқырама ауылы,2026-03-25,Мәні,298,90,2.51,7.8,600,level
42.5481,69.6468,16353,lightblue,Ақсу өзені – Көлкент ауылы,2026-03-25,Мәні,430,259,6.93,NA,600,level
42.7612,70.2743,16358,lightblue,Боролдай өзені – Васильевка ауылы,2026-03-25,Мәні,512,NA,NA,NA,NA,level
42.7858,69.68,16363,lightblue,Боралдай өзені – Боралдай ауылы,2026-03-25,Мәні,380,207,29,10.9,600,level
42.338,69.4934,16374,lightblue,Бадам өзені – Қызылжар ауылы,2026-03-25,Мәні,625,229,5.52,13,600,level
42.4917,69.0878,16375,lightblue,Бадам өзені – Қараспан ауылы,2026-03-25,Мәні,431,180,7.82,14.2,600,level
42.2337,70.1527,16390,lightblue,Сайрам өзені – Тасарық ауылы,2026-03-25,Мәні,380,117,3.04,5.2,600,level
42.2557,70.4287,16395,lightblue,Болдыбрек өзені – Мемлекеттік қорықтың шекарасында,2026-03-25,Мәні,600,151,1.75,1,600,level
42.7973,69.2054,16401,lightblue,Бөген өзені – Екпенді ауылы,2026-03-25,Мәні,560,310,11.9,10.9,600,level
43.0483,69.8632,16404,lightblue,Қаттабұғын өзені өзені – Жарықбас ауылы,2026-03-25,Мәні,536,287,7.76,10,600,level
43.1505,69.5635,16411,lightblue,"Шаян өзені – Ақбет өзенінің сағасынан 3,3 км төмен",2026-03-25,Мәні,260,148,6.59,12.2,600,level
41.9213,70.0385,16412,lightblue,Угам өзені - Угам ауылы,2026-03-25,Мәні,356,152,NA,3,600,level
43.2054,69.3761,16414,lightblue,Арыстанды өзені – Алғабас ауылы,2026-03-25,Мәні,320,70,0.62,4.4,600,level
43.5201,68.568,16437,lightblue,Қарашық өзені – Хантағы ауылы,2026-03-25,Мәні,350,208,5.61,8.6,600,level
43.6802,68.0345,16474,lightblue,Ашылган өзені – Майдантал ауылы,2026-03-25,Мәні,350,232,1.52,9,600,level
40.9973,68.6562,16497,lightblue,"Сырдария өзені – Көкбұлақ ауылы, Келес өзенінің сағасынан жоғары",2026-03-25,Мәні,790,638,582,NA,600,level
42.5871,69.3598,16499,lightblue,Шұбарсу өзені – Шұбар ауылы,2026-03-25,Мәні,500,327,0.986,12.4,600,level
42.6594,70.2097,16557,lightblue,Көкбулак өзені – Пістелі ауылы,2026-03-25,Мәні,383,246,4.43,9.5,600,level
40.6408,68.6035,16620,lightblue,Достық каналы – Шұғыла ауылы,2026-03-25,Мәні,NA,563,48.2,10.4,600,level
44.7683,65.5276,16659,lightblue,Сырдария өзені – Тасбөгет қалалық типтегі ауылы,2026-03-25,Мәні,774,318,328,10,600,level
46.0387,61.0387,16676,lightblue,Сырдария өзені – Қаратерен ауылы,2026-03-25,Мәні,600,189,84,5.8,600,level
41.248,67.967,16910,lightblue,Шардара су қоймасы – Шардара қ.,2026-03-25,Мәні,2052,1988,,9.2,600,level
46.1856,61.9005,16918,lightblue,Қамыстыбас өзені - оңтүстік-шығыс жағалауы,2026-03-25,Мәні,NA,NA,,NA,NA,level
49.8875,48.2327,19009,lightblue,Кіші Өзен өзені - Қошанкөл ауылы,2026-03-25,Мәні,1300,395,NA,0,540 565,level
49.6245,48.8731,19010,lightblue,Кіші Өзен өзені – Бостандық ауылы,2026-03-25,Мәні,600,418,NA,0.2,545 665,level
47.0214,51.8153,19012,lightblue,Орал өзені (Жайық саласы) – Еркен-Қала ауылы,2026-03-25,Мәні,718,56,15.8,6.8,600,level
47.1059,54.3683,19013,lightblue,Ембі өзені – Құлсары ауылы (Аққызтоғай ауылы),2026-03-25,Мәні,340,157,8.85,11.4,600,level
47.26,55.57667,19014,lightblue,Ембі ө. – Миялы а.,2026-03-25,Мәні,1800,151,NA,NA,546,level
48.91694,53.79556,19015,lightblue,Ойыл ө.  – Миялы а.,2026-03-25,Мәні,736,213,NA,NA,600,level
50.085,48.8526,19021,lightblue,Үлкен Өзен өзені - Қайынды ауылы,2026-03-25,Мәні,1700,485,NA,NA,540 537,level
49.6582,49.4747,19022,lightblue,Үлкен Өзен өзені – Жалпақтал ауылы,2026-03-25,Мәні,820,601,NA,NA,540 665,level
50.8656,49.6507,19033,lightblue,Чижа 2 өзені – Чижа-2 ауылы,2026-03-25,Мәні,820,614,64,0.2,542,level
50.9417,49.961,19034,lightblue,Чижа 1 өзені – Чижа-1 ауылы,2026-03-25,Мәні,680,389,NA,0,537 665,level
51.1766,51.3795,19071,lightblue,Жайық өз.– Орал қ.,2026-03-25,Мәні,850,137,,0.2,543 564,level
50.8652,51.1421,19072,lightblue,Жайық өз. – Көшім ауылы,2026-03-25,Мәні,850,186,157,NA,564,level
51.4373,52.2473,19073,lightblue,Жайық өзені - Январцево ауылы,2026-03-25,Мәні,1000,246,170,0,539,level
49.0222,51.845,19075,lightblue,Жайық өз. – Тайпақ ауылы,2026-03-25,Мәні,1000,101,102,0.2,516,level
50.25333,53.73944,19076,lightblue,Шиелі ө. – Шалғын а.,2026-03-25,Мәні,380,89,NA,NA,540,level
50.09139,53.19333,19078,lightblue,Бұлдырты ө. – Бұлдырты а.,2026-03-25,Мәні,330,163,NA,NA,539,level
49.33222,54.56306,19079,lightblue,Ойыл ө. – Ақшатау а.,2026-03-25,Мәні,670,285,NA,NA,537 545,level
51.48111,53.27806,19080,lightblue,Жайық ө. – Жарсуат а.,2026-03-25,Мәні,1000,276,NA,NA,539,level
49.8107,57.3479,19081,lightblue,Ілек өз. - Тамды а.,2026-03-25,Мәні,700,188,1.41,0,537 545,level
50.8678,51.1358,19083,lightblue,Көшім тармағы (Көшім кан.) – Көшім ауылы,2026-03-25,Мәні,800,590,13.8,NA,539,level
50.0382,57.3601,19084,lightblue,Ілек өз.– Бестамақ ауылы,2026-03-25,Мәні,700,119,1.04,NA,564 545,level
49.484,58.5197,19130,lightblue,Шиелі өзені – Құмсай ауылы,2026-03-25,Мәні,600,223,NA,0,537 545,level
50.1254,59.0874,19132,lightblue,Ор өзені - Бугетсай ауылы,2026-03-25,Мәні,850,344,0.54,0,565,level
50.0123,57.4294,19134,lightblue,Тамды өзені – Бесқоспа ауылы,2026-03-25,Мәні,600,128,0.18,0,565,level
50.8725,56.7043,19180,lightblue,Орта-Буртя өзені - Дмитриевка ауылы,2026-03-25,Мәні,700,NA,NA,NA,575,level
50.3066,57.2257,19195,lightblue,Ілек өз.– Актөбе қ.,2026-03-25,Мәні,493,116,4.85,NA,539 545,level
50.7963,56.2582,19196,lightblue,Елек өзені - Целинное ауылы,2026-03-25,Мәні,675,192,4.29,NA,565,level
51.4315,51.5282,19198,lightblue,Шаған өзені - Каменный ауылынан төмен,2026-03-25,Мәні,1300,482,1.03,1,546,level
51.1193,54.0777,19201,lightblue,Елек өзені - Чилик ауылы,2026-03-25,Мәні,800,140,,NA,540 537,level
50.3189,57.3087,19205,lightblue,Қарғала өзені – Қарғала ауылы,2026-03-25,Мәні,547,68,4.67,0,546,level
50.7332,57.8873,19208,lightblue,Көс істек өз. –  Көсістек а.,2026-03-25,Мәні,600,193,0.234,0,537,level
50.3651,57.6462,19211,lightblue,Ақтасты өзені – Белогорский ауылы,2026-03-25,Мәні,800,339,1.03,0,546,level
50.1575,55.6876,19218,lightblue,Үлкен Қобда өзені – Қобда ауылы (Новоалексеевка ауылы),2026-03-25,Мәні,750,305,3.73,0.8,537 545,level
50.2318,56.2189,19220,lightblue,Қарахобда өзені – Алпасай ауылы,2026-03-25,Мәні,780,339,2.82,0,546,level
50.4525,54.1294,19229,lightblue,Утва өзені – Лубенка ауылы,2026-03-25,Мәні,540,358,NA,0.4,539 540,level
51.0599,52.9468,19231,lightblue,Утва өзені – Кентүбек ауылы (Григорьевка ауылы),2026-03-25,Мәні,700,329,NA,NA,540 665,level
50.72722,53.46556,19232,lightblue,Шыңғырлау ө. – Ақтау а.,2026-03-25,Мәні,650,286,NA,NA,540,level
51.5783,52.0793,19239,lightblue,Быковка өзені - Чеботарево ауылы,2026-03-25,Мәні,810,622,NA,NA,537 665,level
51.1103,50.3074,19240,lightblue,Деркүл өзені – Тасқала п. (Каменка п.),2026-03-25,Мәні,550,300,NA,NA,537 664,level
51.2718,51.0724,19243,lightblue,Деркул өзені – Белес ауылы (Ростошский ауылы),2026-03-25,Мәні,700,206,NA,NA,540 665,level
50.6611,52.1242,19246,lightblue,Куперанкаты өзені – Алғабас ауылы,2026-03-25,Мәні,945,278,9.52,0,543,level
50.2662,52.5984,19247,lightblue,Өлеңті өзені – Жымпиты ауылы,2026-03-25,Мәні,520,172,NA,1.4,537 665,level
50.5003,52.6499,19249,lightblue,Шидерты өзені – Аралтөбе ауылы (Жамбейтинский свх.),2026-03-25,Мәні,960,250,NA,0.5,537 665,level
51.4173,51.9458,19257,lightblue,Рубежка өзені – Рубежинское ауылы,2026-03-25,Мәні,1000,254,,6,600,level
49.199,55.8754,19261,lightblue,Ойыл өз. - Алтықарасу а.,2026-03-25,Мәні,720,422,0.46,0,546,level
51.26583,51.37861,19268,lightblue,Шаған ө. – Мичурино а.,2026-03-25,Мәні,1100,188,NA,NA,539,level
50.4477,58.0187,19270,lightblue,Көкпекті өзені – Троицкое ауылы,2026-03-25,Мәні,580,125,0.387,0,538 545,level
48.556,57.5406,19289,lightblue,Ембі өзені – Жағабұлак ауылы,2026-03-25,Мәні,600,119,0.508,0,537 545,level
48.4889,57.4317,19300,lightblue,Ембі өзені – Сага ауылы,2026-03-25,Мәні,500,169,4.02,0,600,level
49.3346,57.0664,19301,lightblue,Темір өзені – Сагашили ауылы,2026-03-25,Мәні,1100,822,0.631,0.4,539,level
48.9216,57.2269,19302,lightblue,Темір өзені – Ленин ауылы,2026-03-25,Мәні,700,288,0.32,NA,539 545,level
50.8728,54.7915,19462,lightblue,Үлкен Хобда өзені - Қогалы ауылы,2026-03-25,Мәні,700,137,4.26,NA,564,level
49.0891,54.6719,19463,lightblue,Ойыл өзені – Ойыл ауылы,2026-03-25,Мәні,1050,600,1.23,1.5,545,level
